CODUSU,NRO_HOGAR,COMPONENTE,CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,CAT_OCUP,EMPLEO,PP02B,PP02E,PP02H,PP02I,PP03C,PP03G,PP03I,PP04A,PP04G,PP05B3,PP05H,PP05I,PP05J,PP05K,PP07A,PP07I3,PP07J,PP07K,PP08D1,P21,ITF,DECINDR,IPCF,ANIO,CH03,CH12,CH13,CH14,PP3E_TOT,PP3F_TOT,horastrab,trabaja,adulto_equiv,ad_equiv_hogar,ingreso_necesario,pobre,edad2,educ,edad_rango,ingreso_total_familiar,ingreso_total_familiar_millones,CH03_str,IX_TOT
196220  ,1,3,2,32,5,4,3,1.0,,2.0,,,,,,2.0,2.0,2.0,2.0,6.0,,6.0,,,,,,,,0.0,70,828,2,103.5,2005,3.0,4.0,2.0,2.0,25.0,12.0,37.0,1,0.77,6.42,1316.5493999999999,1,1024,8.0,31-50,802837.08,0.80283708,hijo/hijastro,8.0
196220  ,1,4,1,23,5,4,2,1.0,,3.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,5.0,,1.0,4.0,300.0,300,828,3,103.5,2005,3.0,2.0,1.0,0.0,20.0,0.0,20.0,1,1.02,6.42,1316.5493999999999,1,529,6.0,18-30,802837.08,0.80283708,hijo/hijastro,8.0
196220  ,1,5,1,19,5,4,1,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,828,0,103.5,2005,3.0,9.0,2.0,,0.0,0.0,0.0,0,1.02,6.42,1316.5493999999999,1,361,,18-30,802837.08,0.80283708,hijo/hijastro,8.0
196220  ,1,6,1,9,5,4,1,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0,828,0,103.5,2005,5.0,3.0,2.0,4.0,0.0,0.0,0.0,0,0.69,6.42,1316.5493999999999,1,81,4.0,6-12,802837.08,0.80283708,nieto,8.0
196220  ,1,7,1,1,5,4,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,828,0,103.5,2005,5.0,,,0.0,0.0,0.0,0.0,0,0.37,6.42,1316.5493999999999,1,1,,0-5,802837.08,0.80283708,nieto,8.0
196220  ,1,8,1,27,5,4,2,2.0,,3.0,,,,,,,,,,,,,,,,,,,,0.0,0,828,0,103.5,2005,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0,1.02,6.42,1316.5493999999999,1,729,6.0,18-30,802837.08,0.80283708,hijo/hijastro,8.0
196478  ,1,1,1,71,4,1,2,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,745,7,745.0,2005,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0.83,0.83,170.20809999999997,0,5041,6.0,50+,722359.45,0.7223594499999999,jefe,1.0
196536  ,1,1,1,30,5,4,2,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,,,1.0,4.0,120.0,120,120,1,120.0,2005,1.0,2.0,1.0,0.0,45.0,0.0,45.0,1,1.0,1.0,205.07,1,900,6.0,18-30,116353.2,0.1163532,jefe,1.0
196848  ,1,1,1,51,2,1,4,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1050,9,175.0,2005,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0,1.0,5.32,1090.9724,1,2601,12.0,50+,1018090.5,1.0180905,jefe,6.0
196848  ,1,2,2,49,2,1,6,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1050,0,175.0,2005,,7.0,1.0,0.0,0.0,0.0,0.0,0,0.76,5.32,1090.9724,1,2401,17.0,31-50,1018090.5,1.0180905,cónyuge/pareja,6.0
196848  ,1,3,2,27,5,4,5,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1050,0,175.0,2005,3.0,7.0,2.0,4.0,0.0,0.0,0.0,0,0.76,5.32,1090.9724,1,729,16.0,18-30,1018090.5,1.0180905,hijo/hijastro,6.0
196848  ,1,4,1,25,5,4,5,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1050,0,175.0,2005,3.0,7.0,2.0,3.0,0.0,0.0,0.0,0,1.02,5.32,1090.9724,1,625,15.0,18-30,1018090.5,1.0180905,hijo/hijastro,6.0
196848  ,1,5,1,22,5,4,5,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1050,0,175.0,2005,3.0,7.0,2.0,2.0,0.0,0.0,0.0,0,1.02,5.32,1090.9724,1,484,14.0,18-30,1018090.5,1.0180905,hijo/hijastro,6.0
196848  ,1,6,2,20,5,1,5,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1050,0,175.0,2005,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0,0.76,5.32,1090.9724,1,400,,18-30,1018090.5,1.0180905,hijo/hijastro,6.0
197173  ,1,1,1,77,5,1,2,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,650,6,650.0,2005,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0.74,0.74,151.7518,0,5929,6.0,50+,630246.5,0.6302465,jefe,1.0
197291  ,1,1,2,26,5,4,5,2.0,,3.0,,,2.0,,,,,,,,,,,,,,,,,0.0,0,0,0,0.0,2005,1.0,6.0,2.0,,0.0,0.0,0.0,0,0.76,1.52,311.7064,1,676,,18-30,0.0,0.0,jefe,2.0
197291  ,1,2,2,59,5,4,7,3.0,6.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,0,0,0.0,2005,10.0,,,0.0,0.0,0.0,0.0,0,0.76,1.52,311.7064,1,3481,,50+,0.0,0.0,no familiares,2.0
197516  ,1,1,2,50,5,2,4,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,6.0,,1.0,4.0,500.0,500,2010,7,402.0,2005,1.0,4.0,1.0,0.0,56.0,0.0,56.0,1,0.76,4.140000000000001,848.9898000000001,0,2500,12.0,31-50,1948916.1,1.9489161000000002,jefe,5.0
197516  ,1,2,1,61,3,1,2,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,2010,8,402.0,2005,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0.83,4.140000000000001,848.9898000000001,0,3721,6.0,50+,1948916.1,1.9489161000000002,hermano,5.0
197516  ,1,3,2,60,5,4,1,3.0,6.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,2010,0,402.0,2005,8.0,2.0,2.0,4.0,0.0,0.0,0.0,0,0.76,4.140000000000001,848.9898000000001,0,3600,4.0,50+,1948916.1,1.9489161000000002,hermano,5.0
197516  ,1,4,1,22,5,4,3,1.0,,3.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,1.0,,,4.0,0.0,250,2010,2,402.0,2005,3.0,5.0,2.0,2.0,24.0,0.0,24.0,1,1.02,4.140000000000001,848.9898000000001,0,484,8.0,18-30,1948916.1,1.9489161000000002,hijo/hijastro,5.0
197516  ,1,5,2,16,5,4,3,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,2010,0,402.0,2005,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0,0.77,4.140000000000001,848.9898000000001,0,256,,13-17,1948916.1,1.9489161000000002,hijo/hijastro,5.0
197860  ,1,1,1,67,2,1,2,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,2000,9,666.6666666666666,2005,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0.83,2.61,535.2326999999999,0,4489,6.0,50+,1939220.0,1.93922,jefe,3.0
197860  ,1,2,2,59,2,1,2,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,2000,0,666.6666666666666,2005,,2.0,1.0,0.0,0.0,0.0,0.0,0,0.76,2.61,535.2326999999999,0,3481,6.0,50+,1939220.0,1.93922,cónyuge/pareja,3.0
197860  ,1,3,1,26,5,1,3,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,5.0,,1.0,1.0,600.0,600,2000,8,666.6666666666666,2005,3.0,4.0,2.0,4.0,48.0,0.0,48.0,1,1.02,2.61,535.2326999999999,0,676,10.0,18-30,1939220.0,1.93922,hijo/hijastro,3.0
197928  ,1,1,1,50,1,12,4,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,6.0,,1.0,1.0,900.0,900,1500,8,214.2857142857143,2005,1.0,4.0,1.0,0.0,48.0,0.0,48.0,1,1.0,5.4,1107.378,0,2500,12.0,31-50,1454415.0,1.454415,jefe,7.0
197928  ,1,2,2,40,1,12,4,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,5.0,,1.0,4.0,600.0,600,1500,6,214.2857142857143,2005,,4.0,1.0,0.0,54.0,0.0,54.0,1,0.77,5.4,1107.378,0,1600,12.0,31-50,1454415.0,1.454415,cónyuge/pareja,7.0
197928  ,1,3,2,19,5,12,5,2.0,,3.0,,,,,,,,,,,,,,,,,,,,0.0,0,1500,0,214.2857142857143,2005,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0,0.76,5.4,1107.378,0,361,,18-30,1454415.0,1.454415,hijo/hijastro,7.0
197928  ,1,4,2,17,5,12,3,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1500,0,214.2857142857143,2005,3.0,5.0,2.0,1.0,0.0,0.0,0.0,0,0.77,5.4,1107.378,0,289,7.0,13-17,1454415.0,1.454415,hijo/hijastro,7.0
197928  ,1,5,2,16,5,12,3,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1500,0,214.2857142857143,2005,3.0,3.0,2.0,8.0,0.0,0.0,0.0,0,0.77,5.4,1107.378,0,256,8.0,13-17,1454415.0,1.454415,hijo/hijastro,7.0
197928  ,1,6,1,14,5,12,3,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1500,0,214.2857142857143,2005,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0,0.96,5.4,1107.378,0,196,,13-17,1454415.0,1.454415,hijo/hijastro,7.0
197928  ,1,7,2,1,5,12,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,1500,0,214.2857142857143,2005,3.0,,,0.0,0.0,0.0,0.0,0,0.37,5.4,1107.378,0,1,,0-5,1454415.0,1.454415,hijo/hijastro,7.0
198065  ,1,1,1,41,1,1,4,1.0,,3.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,6.0,,1.0,1.0,515.0,515,515,5,171.6666666666667,2005,1.0,4.0,1.0,0.0,30.0,0.0,30.0,1,1.0,2.59,531.1312999999999,1,1681,12.0,31-50,499349.15,0.49934915,jefe,3.0
198065  ,1,2,2,33,1,4,2,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,515,0,171.6666666666667,2005,,2.0,1.0,0.0,0.0,0.0,0.0,0,0.77,2.59,531.1312999999999,1,1089,6.0,31-50,499349.15,0.49934915,cónyuge/pareja,3.0
198065  ,1,3,1,11,5,4,1,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,515,0,171.6666666666667,2005,3.0,3.0,2.0,5.0,0.0,0.0,0.0,0,0.82,2.59,531.1312999999999,1,121,5.0,6-12,499349.15,0.49934915,hijo/hijastro,3.0
198158  ,1,1,1,40,1,1,4,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,6.0,,1.0,4.0,600.0,600,1200,8,300.0,2005,1.0,4.0,1.0,0.0,44.0,0.0,44.0,1,1.0,3.42,701.3394,0,1600,12.0,31-50,1163532.0,1.163532,jefe,4.0
198158  ,1,2,2,38,1,2,6,1.0,,2.0,,,,,,1.0,1.0,1.0,2.0,8.0,,5.0,,,,,,,,0.0,200,1200,3,300.0,2005,,6.0,1.0,0.0,15.0,0.0,15.0,1,0.77,3.42,701.3394,0,1444,15.0,31-50,1163532.0,1.163532,cónyuge/pareja,4.0
198158  ,1,3,1,14,5,2,3,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1200,0,300.0,2005,3.0,3.0,2.0,8.0,0.0,0.0,0.0,0,0.96,3.42,701.3394,0,196,8.0,13-17,1163532.0,1.163532,hijo/hijastro,4.0
198158  ,1,4,1,9,5,1,1,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0,1200,0,300.0,2005,3.0,3.0,2.0,5.0,0.0,0.0,0.0,0,0.69,3.42,701.3394,0,81,5.0,6-12,1163532.0,1.163532,hijo/hijastro,4.0
198292  ,1,1,1,34,1,1,4,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,6.0,,,1.0,1100.0,1100,2700,10,1350.0,2005,1.0,4.0,1.0,0.0,80.0,0.0,80.0,1,1.0,1.76,360.9232,0,1156,12.0,31-50,2617947.0,2.617947,jefe,2.0
198292  ,1,2,2,29,1,1,3,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,8.0,,,,,,6.0,,1.0,1.0,700.0,700,2700,9,1350.0,2005,,4.0,2.0,4.0,63.0,0.0,63.0,1,0.76,1.76,360.9232,0,841,10.0,18-30,2617947.0,2.617947,cónyuge/pareja,2.0
198572  ,1,1,1,50,2,1,6,1.0,,3.0,,,,,,2.0,2.0,2.0,2.0,,,,,,,6.0,,1.0,1.0,600.0,600,1691,8,338.2,2005,1.0,7.0,1.0,0.0,30.0,9.0,39.0,1,1.0,4.59,941.2712999999999,0,2500,17.0,31-50,1639610.51,1.63961051,jefe,5.0
198572  ,1,2,2,47,2,1,6,1.0,,1.0,,,,,,2.0,2.0,2.0,2.0,,,6.0,,,,,,,,0.0,500,1691,7,338.2,2005,,7.0,1.0,0.0,20.0,6.0,26.0,1,0.76,4.59,941.2712999999999,0,2209,17.0,31-50,1639610.51,1.63961051,cónyuge/pareja,5.0
198572  ,1,3,1,18,5,1,5,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1691,0,338.2,2005,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0,1.02,4.59,941.2712999999999,0,324,,18-30,1639610.51,1.63961051,hijo/hijastro,5.0
198572  ,1,4,1,14,5,1,3,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1691,0,338.2,2005,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0,0.96,4.59,941.2712999999999,0,196,,13-17,1639610.51,1.63961051,hijo/hijastro,5.0
198572  ,1,5,1,12,5,1,3,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1691,0,338.2,2005,3.0,3.0,2.0,8.0,0.0,0.0,0.0,0,0.85,4.59,941.2712999999999,0,144,8.0,6-12,1639610.51,1.63961051,hijo/hijastro,5.0
198783  ,1,1,1,28,2,1,4,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,8.0,,,,,,,,1.0,4.0,700.0,700,1760,9,440.0,2005,1.0,4.0,1.0,0.0,35.0,0.0,35.0,1,1.02,2.5,512.675,0,784,12.0,18-30,1706513.6,1.7065136,jefe,4.0
198783  ,1,2,2,27,2,1,4,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,6.0,,1.0,1.0,500.0,500,1760,7,440.0,2005,,4.0,1.0,0.0,48.0,0.0,48.0,1,0.76,2.5,512.675,0,729,12.0,18-30,1706513.6,1.7065136,cónyuge/pareja,4.0
198783  ,1,3,2,1,5,1,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,1760,0,440.0,2005,3.0,,,0.0,0.0,0.0,0.0,0,0.37,2.5,512.675,0,1,,0-5,1706513.6,1.7065136,hijo/hijastro,4.0
198783  ,1,4,1,0,5,1,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,1760,0,440.0,2005,3.0,,,0.0,0.0,0.0,0.0,0,0.35,2.5,512.675,0,0,,,1706513.6,1.7065136,hijo/hijastro,4.0
198983  ,1,1,1,40,2,1,4,1.0,,1.0,,,,,,1.0,2.0,2.0,2.0,,,6.0,,,,,,,,0.0,800,1700,7,283.3333333333333,2005,1.0,4.0,1.0,0.0,66.0,0.0,66.0,1,1.0,4.44,910.5108,0,1600,12.0,31-50,1648337.0,1.648337,jefe,6.0
198983  ,1,2,2,41,2,1,6,1.0,,3.0,,,,,,2.0,2.0,2.0,1.0,,,,,,,5.0,,1.0,1.0,500.0,500,1700,8,283.3333333333333,2005,,7.0,1.0,0.0,15.0,18.0,33.0,1,0.77,4.44,910.5108,0,1681,17.0,31-50,1648337.0,1.648337,cónyuge/pareja,6.0
198983  ,1,3,2,12,5,1,1,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1700,0,283.3333333333333,2005,3.0,3.0,2.0,6.0,0.0,0.0,0.0,0,0.74,4.44,910.5108,0,144,6.0,6-12,1648337.0,1.648337,hijo/hijastro,6.0
198983  ,1,4,2,10,5,1,1,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,1700,0,283.3333333333333,2005,3.0,3.0,2.0,5.0,0.0,0.0,0.0,0,0.7,4.44,910.5108,0,100,5.0,6-12,1648337.0,1.648337,hijo/hijastro,6.0
198983  ,1,5,2,8,5,1,1,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0,1700,0,283.3333333333333,2005,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0,0.68,4.44,910.5108,0,64,3.0,6-12,1648337.0,1.648337,hijo/hijastro,6.0
198983  ,1,6,1,4,5,1,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,1700,0,283.3333333333333,2005,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0,0.55,4.44,910.5108,0,16,0.0,0-5,1648337.0,1.648337,hijo/hijastro,6.0
198983  ,2,Servicio doméstico en hogares,2,28,5,2,2,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,,,1.0,4.0,250.0,250,250,2,250.0,2005,1.0,2.0,1.0,0.0,55.0,0.0,55.0,1,0.76,0.76,155.8532,0,784,6.0,18-30,242402.5,0.2424025,jefe,1.0
199138  ,1,1,2,69,3,4,2,1.0,,2.0,,,,,,1.0,2.0,2.0,2.0,,,6.0,,,,,,,,0.0,150,280,1,140.0,2005,1.0,2.0,1.0,0.0,60.0,0.0,60.0,1,0.67,1.69,346.56829999999997,1,4761,6.0,50+,271490.8,0.2714908,jefe,2.0
199138  ,1,2,1,24,5,4,5,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,8.0,,,,,,1.0,,1.0,4.0,0.0,0,280,1,140.0,2005,3.0,7.0,2.0,0.0,30.0,0.0,30.0,1,1.02,1.69,346.56829999999997,1,576,,18-30,271490.8,0.2714908,hijo/hijastro,2.0
199423  ,1,1,2,53,4,4,2,1.0,,3.0,,,,,,2.0,1.0,1.0,2.0,,,,,,,,,1.0,4.0,80.0,80,270,2,54.0,2005,1.0,2.0,1.0,0.0,16.0,15.0,31.0,1,0.76,3.27,670.5789,1,2809,6.0,50+,261794.7,0.2617947,jefe,5.0
199423  ,1,2,2,32,3,4,3,1.0,,3.0,,,,,,1.0,1.0,1.0,2.0,,,,,,,,,1.0,4.0,90.0,90,270,1,54.0,2005,3.0,4.0,2.0,2.0,12.0,0.0,12.0,1,0.77,3.27,670.5789,1,1024,8.0,31-50,261794.7,0.2617947,hijo/hijastro,5.0
199423  ,1,3,2,9,5,4,1,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0,270,0,54.0,2005,5.0,3.0,2.0,3.0,0.0,0.0,0.0,0,0.69,3.27,670.5789,1,81,3.0,6-12,261794.7,0.2617947,nieto,5.0
199423  ,1,4,1,8,5,4,1,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0,270,0,54.0,2005,5.0,3.0,2.0,2.0,0.0,0.0,0.0,0,0.68,3.27,670.5789,1,64,2.0,6-12,261794.7,0.2617947,nieto,5.0
199423  ,1,5,1,1,5,4,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,270,0,54.0,2005,5.0,,,0.0,0.0,0.0,0.0,0,0.37,3.27,670.5789,1,1,,0-5,261794.7,0.2617947,nieto,5.0
199491  ,1,1,1,66,2,1,2,1.0,,2.0,,,,,,1.0,2.0,2.0,2.0,6.0,,6.0,,,,,,,,0.0,500,708,5,141.6,2005,1.0,2.0,1.0,0.0,48.0,0.0,48.0,1,0.83,3.99,818.2293,1,4356,6.0,50+,686483.88,0.68648388,jefe,5.0
199491  ,1,2,2,63,2,1,3,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,708,2,141.6,2005,,4.0,2.0,4.0,0.0,0.0,0.0,0,0.67,3.99,818.2293,1,3969,10.0,50+,686483.88,0.68648388,cónyuge/pareja,5.0
199491  ,1,3,2,37,5,2,6,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,0,708,0,141.6,2005,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0,0.77,3.99,818.2293,1,1369,15.0,31-50,686483.88,0.68648388,hijo/hijastro,5.0
199491  ,1,4,1,16,5,1,3,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,708,0,141.6,2005,5.0,5.0,2.0,2.0,0.0,0.0,0.0,0,1.03,3.99,818.2293,1,256,8.0,13-17,686483.88,0.68648388,nieto,5.0
199491  ,1,5,1,9,5,1,1,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0,708,0,141.6,2005,5.0,3.0,2.0,3.0,0.0,0.0,0.0,0,0.69,3.99,818.2293,1,81,3.0,6-12,686483.88,0.68648388,nieto,5.0
199508  ,1,1,1,57,3,1,2,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,8.0,,,,,,3.0,,1.0,1.0,400.0,400,400,4,200.0,2005,1.0,2.0,1.0,0.0,44.0,0.0,44.0,1,1.0,1.76,360.9232,0,3249,6.0,50+,387844.0,0.387844,jefe,2.0
199508  ,1,2,2,23,5,1,5,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,400,0,200.0,2005,3.0,7.0,2.0,2.0,0.0,0.0,0.0,0,0.76,1.76,360.9232,0,529,14.0,18-30,387844.0,0.387844,hijo/hijastro,2.0
199787  ,1,1,1,48,2,4,1,2.0,,1.0,,,,,,,,,,,,,,,,,,,,0.0,0,590,2,118.0,2005,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0,1.0,4.59,941.2712999999999,1,2304,4.0,31-50,572069.9,0.5720699,jefe,5.0
199787  ,1,2,2,47,2,4,1,1.0,,2.0,,,,,,1.0,1.0,1.0,2.0,6.0,,3.0,,,,,,,,0.0,60,590,1,118.0,2005,,2.0,2.0,4.0,56.0,0.0,56.0,1,0.76,4.59,941.2712999999999,1,2209,4.0,31-50,572069.9,0.5720699,cónyuge/pareja,5.0
199787  ,1,3,1,24,5,4,2,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,,,1.0,4.0,180.0,180,590,2,118.0,2005,3.0,2.0,1.0,0.0,30.0,0.0,30.0,1,1.02,4.59,941.2712999999999,1,576,6.0,18-30,572069.9,0.5720699,hijo/hijastro,5.0
199787  ,1,4,1,22,5,4,2,2.0,,3.0,,,,,,,,,,,,,,,,,,,,0.0,0,590,1,118.0,2005,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0,1.02,4.59,941.2712999999999,1,484,6.0,18-30,572069.9,0.5720699,hijo/hijastro,5.0
199787  ,1,5,1,10,5,4,1,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,590,0,118.0,2005,3.0,3.0,2.0,4.0,0.0,0.0,0.0,0,0.79,4.59,941.2712999999999,1,100,4.0,6-12,572069.9,0.5720699,hijo/hijastro,5.0
200243  ,1,1,1,46,5,4,4,1.0,,3.0,,,,,,1.0,2.0,2.0,2.0,,,,,,,6.0,,1.0,4.0,400.0,400,900,4,450.0,2005,1.0,4.0,1.0,0.0,45.0,0.0,45.0,1,1.0,1.67,342.46689999999995,0,2116,12.0,31-50,872649.0,0.872649,jefe,2.0
200243  ,1,2,2,69,4,1,4,3.0,1.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,900,5,450.0,2005,,4.0,1.0,0.0,0.0,0.0,0.0,0,0.67,1.67,342.46689999999995,0,4761,12.0,50+,872649.0,0.872649,madre/padre,2.0
200338  ,1,1,1,37,1,4,2,1.0,,3.0,,,,,,1.0,1.0,1.0,2.0,8.0,,,,,,1.0,,1.0,4.0,0.0,0,100,1,20.0,2005,1.0,2.0,1.0,0.0,18.0,0.0,18.0,1,1.0,3.86,791.5702,1,1369,6.0,31-50,96961.0,0.096961,jefe,5.0
200338  ,1,2,2,37,1,4,2,3.0,4.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,100,0,20.0,2005,,2.0,1.0,0.0,0.0,0.0,0.0,0,0.77,3.86,791.5702,1,1369,6.0,31-50,96961.0,0.096961,cónyuge/pareja,5.0
200338  ,1,3,2,13,5,4,2,3.0,3.0,,,,,2.0,2.0,,,,,,,,,,,,,,,0.0,0,100,0,20.0,2005,3.0,3.0,2.0,7.0,0.0,0.0,0.0,0,0.76,3.86,791.5702,1,169,7.0,13-17,96961.0,0.096961,hijo/hijastro,5.0
200338  ,1,4,2,9,5,4,1,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0,100,0,20.0,2005,3.0,3.0,2.0,3.0,0.0,0.0,0.0,0,0.69,3.86,791.5702,1,81,3.0,6-12,96961.0,0.096961,hijo/hijastro,5.0
200338  ,1,5,2,6,5,4,1,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0,100,0,20.0,2005,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0,0.64,3.86,791.5702,1,36,,6-12,96961.0,0.096961,hijo/hijastro,5.0
200638  ,1,1,1,35,2,1,6,1.0,,3.0,,,,,,,2.0,2.0,1.0,,,,,,,6.0,,1.0,1.0,800.0,800,1200,9,240.0,2005,1.0,7.0,1.0,0.0,0.0,0.0,0.0,0,1.0,3.33,682.8831,0,1225,17.0,31-50,1163532.0,1.163532,jefe,5.0
200638  ,1,2,2,35,2,1,6,,,,,,,,,,,,,,,,,,,,,,,0.0,0,1200,0,240.0,2005,,7.0,1.0,0.0,0.0,0.0,0.0,0,0.77,3.33,682.8831,0,1225,17.0,31-50,1163532.0,1.163532,cónyuge/pareja,5.0
200638  ,1,3,1,6,5,1,1,4.0,3.0,,,,,,,,,,,,,,,,,,,,,0.0,0,1200,0,240.0,2005,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0,0.64,3.33,682.8831,0,36,,6-12,1163532.0,1.163532,hijo/hijastro,5.0
200638  ,1,4,2,4,5,1,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,1200,0,240.0,2005,3.0,,,0.0,0.0,0.0,0.0,0,0.55,3.33,682.8831,0,16,,0-5,1163532.0,1.163532,hijo/hijastro,5.0
200638  ,1,5,2,1,5,1,7,4.0,5.0,,,,,,,,,,,,,,,,,,,,,0.0,0,1200,0,240.0,2005,3.0,,,0.0,0.0,0.0,0.0,0,0.37,3.33,682.8831,0,1,,0-5,1163532.0,1.163532,hijo/hijastro,5.0
200638  ,2,Servicio doméstico en hogares,2,23,5,4,2,1.0,,3.0,,,,,,,2.0,2.0,2.0,,,,,,,,,1.0,4.0,300.0,300,450,5,450.0,2005,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0,0.76,0.76,155.8532,0,529,6.0,18-30,436324.5,0.4363245,jefe,1.0
